Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Year,Standard Error,Dystopia Residual,Region
79,Greece,5.358,1.1540000000000001,1.202,0.879,0.131,0.0,0.044000000000000004,2018,,,Western Europe
80,Lebanon,5.358,0.965,1.179,0.785,0.503,0.214,0.136,2018,,,Middle East and Northern Africa
81,Montenegro,5.347,1.0170000000000001,1.2790000000000001,0.7290000000000001,0.259,0.111,0.081,2018,,,Central and Eastern Europe
82,Croatia,5.321000000000001,1.115,1.161,0.737,0.38,0.12,0.039,2018,,,Central and Eastern Europe
83,Dominican Republic,5.3020000000000005,0.982,1.4409999999999998,0.614,0.578,0.12,0.106,2018,,,Latin America and Caribbean
84,Algeria,5.295,0.9790000000000001,1.1540000000000001,0.687,0.077,0.055,0.135,2018,,,Middle East and Northern Africa
85,Morocco,5.254,0.779,0.797,0.669,0.46,0.026000000000000002,0.07400000000000001,2018,,,Middle East and Northern Africa
86,China,5.246,0.9890000000000001,1.1420000000000001,0.799,0.597,0.028999999999999998,0.10300000000000001,2018,,,Eastern Asia
87,Azerbaijan,5.2010000000000005,1.024,1.161,0.603,0.43,0.031,0.17600000000000002,2018,,,Central and Eastern Europe
88,Tajikistan,5.199,0.474,1.166,0.598,0.292,0.187,0.034,2018,,,Central and Eastern Europe
89,Macedonia,5.185,0.9590000000000001,1.239,0.691,0.39399999999999996,0.17300000000000001,0.052000000000000005,2018,,,Central and Eastern Europe
90,Jordan,5.1610000000000005,0.8220000000000001,1.265,0.645,0.46799999999999997,0.13,0.134,2018,,,Middle East and Northern Africa
91,Nigeria,5.155,0.6890000000000001,1.172,0.048,0.462,0.201,0.032,2018,,,Sub-Saharan Africa
92,Kyrgyzstan,5.131,0.53,1.416,0.594,0.54,0.281,0.035,2018,,,Central and Eastern Europe
93,Bosnia and Herzegovina,5.129,0.915,1.078,0.758,0.28,0.21600000000000003,0.0,2018,,,Central and Eastern Europe
94,Mongolia,5.125,0.914,1.517,0.575,0.395,0.253,0.032,2018,,,Eastern Asia
95,Vietnam,5.103,0.715,1.365,0.7020000000000001,0.618,0.177,0.079,2018,,,Southeastern Asia
96,Indonesia,5.093,0.899,1.215,0.522,0.5379999999999999,0.484,0.018000000000000002,2018,,,Southeastern Asia
97,Bhutan,5.082,0.7959999999999999,1.335,0.527,0.541,0.364,0.171,2018,,,Southern Asia
98,Somalia,4.982,0.0,0.7120000000000001,0.115,0.674,0.23800000000000002,0.282,2018,,,
99,Cameroon,4.975,0.535,0.8909999999999999,0.182,0.45399999999999996,0.183,0.043,2018,,,Sub-Saharan Africa
100,Bulgaria,4.933,1.054,1.515,0.7120000000000001,0.359,0.064,0.009000000000000001,2018,,,Central and Eastern Europe
101,Nepal,4.88,0.425,1.228,0.539,0.526,0.302,0.078,2018,,,Southern Asia
102,Venezuela,4.806,0.996,1.469,0.657,0.133,0.055999999999999994,0.052000000000000005,2018,,,Latin America and Caribbean
103,Gabon,4.758,1.036,1.1640000000000001,0.40399999999999997,0.35600000000000004,0.032,0.052000000000000005,2018,,,Sub-Saharan Africa
104,Palestinian Territories,4.743,0.642,1.217,0.602,0.266,0.086,0.076,2018,,,Middle East and Northern Africa
105,South Africa,4.724,0.94,1.41,0.33,0.516,0.10300000000000001,0.055999999999999994,2018,,,Sub-Saharan Africa
106,Iran,4.707,1.0590000000000002,0.7709999999999999,0.691,0.45899999999999996,0.282,0.129,2018,,,Middle East and Northern Africa
107,Ivory Coast,4.671,0.541,0.872,0.08,0.467,0.146,0.10300000000000001,2018,,,Sub-Saharan Africa
108,Ghana,4.657,0.5920000000000001,0.8959999999999999,0.337,0.499,0.212,0.028999999999999998,2018,,,Sub-Saharan Africa
109,Senegal,4.631,0.429,1.117,0.433,0.406,0.138,0.08199999999999999,2018,,,Sub-Saharan Africa
110,Laos,4.623,0.72,1.034,0.441,0.626,0.23,0.174,2018,,,Southeastern Asia
111,Tunisia,4.592,0.9,0.9059999999999999,0.69,0.271,0.04,0.063,2018,,,Middle East and Northern Africa
112,Albania,4.586,0.9159999999999999,0.8170000000000001,0.79,0.419,0.149,0.032,2018,,,Central and Eastern Europe
113,Sierra Leone,4.571000000000001,0.256,0.813,0.0,0.355,0.23800000000000002,0.053,2018,,,Sub-Saharan Africa
114,Congo (Brazzaville),4.559,0.682,0.8109999999999999,0.34299999999999997,0.514,0.091,0.077,2018,,,Sub-Saharan Africa
115,Bangladesh,4.5,0.532,0.85,0.579,0.58,0.153,0.14400000000000002,2018,,,Southern Asia
116,Sri Lanka,4.471,0.9179999999999999,1.314,0.672,0.585,0.307,0.05,2018,,,Southern Asia
117,Iraq,4.456,1.01,0.971,0.536,0.304,0.14800000000000002,0.095,2018,,,Middle East and Northern Africa
118,Mali,4.447,0.37,1.2329999999999999,0.152,0.36700000000000005,0.139,0.055999999999999994,2018,,,Sub-Saharan Africa
119,Namibia,4.441,0.8740000000000001,1.281,0.365,0.519,0.051,0.064,2018,,,
120,Cambodia,4.433,0.5489999999999999,1.088,0.457,0.696,0.256,0.065,2018,,,Southeastern Asia
121,Burkina Faso,4.4239999999999995,0.314,1.097,0.254,0.312,0.175,0.128,2018,,,Sub-Saharan Africa
122,Egypt,4.419,0.885,1.025,0.5529999999999999,0.312,0.092,0.107,2018,,,Middle East and Northern Africa
123,Mozambique,4.417,0.198,0.902,0.17300000000000001,0.531,0.20600000000000002,0.158,2018,,,Sub-Saharan Africa
124,Kenya,4.41,0.493,1.048,0.45399999999999996,0.504,0.35200000000000004,0.055,2018,,,Sub-Saharan Africa
125,Zambia,4.377,0.562,1.047,0.295,0.503,0.221,0.08199999999999999,2018,,,Sub-Saharan Africa
126,Mauritania,4.356,0.557,1.245,0.292,0.129,0.134,0.09300000000000001,2018,,,Sub-Saharan Africa
127,Ethiopia,4.35,0.308,0.95,0.391,0.452,0.22,0.146,2018,,,Sub-Saharan Africa
128,Georgia,4.34,0.853,0.5920000000000001,0.643,0.375,0.038,0.215,2018,,,Central and Eastern Europe
129,Armenia,4.321000000000001,0.816,0.99,0.6659999999999999,0.26,0.077,0.027999999999999997,2018,,,Central and Eastern Europe
130,Myanmar,4.308,0.682,1.1740000000000002,0.429,0.58,0.598,0.17800000000000002,2018,,,Southeastern Asia
131,Chad,4.301,0.358,0.907,0.053,0.18899999999999997,0.18100000000000002,0.06,2018,,,Sub-Saharan Africa
132,Congo (Kinshasa),4.245,0.069,1.136,0.204,0.312,0.19699999999999998,0.052000000000000005,2018,,,Sub-Saharan Africa
133,India,4.19,0.721,0.747,0.485,0.539,0.172,0.09300000000000001,2018,,,Southern Asia
134,Niger,4.166,0.131,0.867,0.221,0.39,0.175,0.099,2018,,,Sub-Saharan Africa
135,Uganda,4.1610000000000005,0.322,1.09,0.237,0.45,0.259,0.061,2018,,,Sub-Saharan Africa
136,Benin,4.141,0.37799999999999995,0.37200000000000005,0.24,0.44,0.163,0.067,2018,,,Sub-Saharan Africa
137,Sudan,4.138999999999999,0.605,1.24,0.312,0.016,0.134,0.08199999999999999,2018,,,Sub-Saharan Africa
138,Ukraine,4.103,0.7929999999999999,1.413,0.609,0.163,0.187,0.011000000000000001,2018,,,Central and Eastern Europe
139,Togo,3.9989999999999997,0.259,0.474,0.253,0.434,0.158,0.10099999999999999,2018,,,Sub-Saharan Africa
140,Guinea,3.964,0.344,0.792,0.21100000000000002,0.39399999999999996,0.185,0.094,2018,,,Sub-Saharan Africa
141,Lesotho,3.8080000000000003,0.47200000000000003,1.215,0.079,0.423,0.11599999999999999,0.11199999999999999,2018,,,Sub-Saharan Africa
142,Angola,3.795,0.73,1.125,0.26899999999999996,0.0,0.079,0.061,2018,,,Sub-Saharan Africa
143,Madagascar,3.7739999999999996,0.262,0.9079999999999999,0.402,0.221,0.155,0.049,2018,,,Sub-Saharan Africa
144,Zimbabwe,3.6919999999999997,0.35700000000000004,1.094,0.248,0.406,0.132,0.099,2018,,,Sub-Saharan Africa
145,Afghanistan,3.6319999999999997,0.332,0.537,0.255,0.085,0.191,0.036000000000000004,2018,,,Southern Asia
146,Botswana,3.59,1.0170000000000001,1.1740000000000002,0.41700000000000004,0.557,0.042,0.092,2018,,,Sub-Saharan Africa
147,Malawi,3.5869999999999997,0.18600000000000003,0.541,0.306,0.531,0.21,0.08,2018,,,Sub-Saharan Africa
148,Haiti,3.582,0.315,0.7140000000000001,0.289,0.025,0.392,0.10400000000000001,2018,,,Latin America and Caribbean
149,Liberia,3.495,0.076,0.858,0.267,0.419,0.20600000000000002,0.03,2018,,,Sub-Saharan Africa
150,Syria,3.4619999999999997,0.6890000000000001,0.382,0.539,0.08800000000000001,0.376,0.14400000000000002,2018,,,Middle East and Northern Africa
151,Rwanda,3.408,0.332,0.8959999999999999,0.4,0.636,0.2,0.444,2018,,,Sub-Saharan Africa
152,Yemen,3.355,0.442,1.073,0.34299999999999997,0.244,0.083,0.064,2018,,,Middle East and Northern Africa
153,Tanzania,3.303,0.455,0.991,0.381,0.48100000000000004,0.27,0.09699999999999999,2018,,,Sub-Saharan Africa
154,South Sudan,3.2539999999999996,0.337,0.608,0.177,0.11199999999999999,0.22399999999999998,0.106,2018,,,
155,Central African Republic,3.083,0.024,0.0,0.01,0.305,0.218,0.038,2018,,,Sub-Saharan Africa
156,Burundi,2.905,0.091,0.627,0.145,0.065,0.149,0.076,2018,,,Sub-Saharan Africa
1,Switzerland,7.587000000000001,1.3965100000000001,1.34951,0.9414299999999999,0.66557,0.29678000000000004,0.41978000000000004,2015,0.03411,2.5173799999999997,Western Europe
2,Iceland,7.561,1.3023200000000001,1.4022299999999999,0.94784,0.6287699999999999,0.4363,0.14145,2015,0.048839999999999995,2.70201,Western Europe
3,Denmark,7.527,1.32548,1.36058,0.87464,0.6493800000000001,0.34139,0.48357,2015,0.033280000000000004,2.4920400000000003,Western Europe
4,Norway,7.522,1.459,1.33095,0.88521,0.66973,0.34699,0.36503,2015,0.0388,2.4653099999999997,Western Europe
5,Canada,7.4270000000000005,1.32629,1.32261,0.9056299999999999,0.63297,0.45811,0.32957,2015,0.03553,2.4517599999999997,North America
6,Finland,7.406000000000001,1.29025,1.31826,0.8891100000000001,0.64169,0.23351,0.41372,2015,0.0314,2.61955,Western Europe
7,Netherlands,7.377999999999999,1.32944,1.28017,0.89284,0.6157600000000001,0.4761,0.31814000000000003,2015,0.027989999999999998,2.4657,Western Europe
8,Sweden,7.364,1.33171,1.2890700000000002,0.9108700000000001,0.6598,0.36262,0.43843999999999994,2015,0.03157,2.3711900000000004,Western Europe
9,New Zealand,7.2860000000000005,1.2501799999999998,1.3196700000000001,0.9083700000000001,0.6393800000000001,0.47501000000000004,0.42922,2015,0.033710000000000004,2.26425,Australia and New Zealand
10,Australia,7.284,1.33358,1.30923,0.93156,0.6512399999999999,0.43562,0.35636999999999996,2015,0.04083,2.26646,Australia and New Zealand
11,Israel,7.278,1.2285700000000002,1.22393,0.9138700000000001,0.41318999999999995,0.33171999999999996,0.07785,2015,0.0347,3.08854,Middle East and Northern Africa
12,Costa Rica,7.226,0.95578,1.2378799999999999,0.8602700000000001,0.63376,0.25497,0.10583,2015,0.044539999999999996,3.17728,Latin America and Caribbean
13,Austria,7.2,1.33723,1.29704,0.8904200000000001,0.62433,0.33088,0.18675999999999998,2015,0.03751,2.5332,Western Europe
14,Mexico,7.187,1.02054,0.91451,0.8144399999999999,0.48181,0.14074,0.21311999999999998,2015,0.041760000000000005,3.6021400000000003,Latin America and Caribbean
15,United States,7.119,1.3945100000000001,1.24711,0.86179,0.54604,0.40105,0.1589,2015,0.03839,2.51011,North America
16,Brazil,6.983,0.98124,1.2328700000000001,0.69702,0.49049,0.14574,0.17521,2015,0.040760000000000005,3.26001,Latin America and Caribbean
17,Luxembourg,6.946000000000001,1.5639100000000001,1.21963,0.91894,0.61583,0.28034000000000003,0.37798000000000004,2015,0.03499,1.9696099999999999,Western Europe
18,Ireland,6.94,1.33596,1.36948,0.89533,0.6177699999999999,0.45901000000000003,0.28703,2015,0.03676,1.9757,Western Europe
19,Belgium,6.937,1.30782,1.28566,0.8966700000000001,0.5845,0.2225,0.2254,2015,0.03595,2.4148400000000003,Western Europe
20,United Arab Emirates,6.901,1.42727,1.12575,0.80925,0.64157,0.26428,0.38583,2015,0.03729,2.24743,Middle East and Northern Africa
21,United Kingdom,6.867000000000001,1.26637,1.28548,0.90943,0.59625,0.51912,0.32066999999999996,2015,0.01866,1.9699400000000002,Western Europe
22,Oman,6.853,1.36011,1.08182,0.76276,0.63274,0.21541999999999997,0.32524000000000003,2015,0.05335,2.4748900000000003,Middle East and Northern Africa
23,Venezuela,6.81,1.04424,1.25596,0.7205199999999999,0.42908,0.058410000000000004,0.11069000000000001,2015,0.06476,3.1913099999999996,Latin America and Caribbean
24,Singapore,6.797999999999999,1.52186,1.02,1.02525,0.54252,0.31105,0.4921,2015,0.0378,1.8850099999999999,Southeastern Asia
25,Panama,6.7860000000000005,1.0635299999999999,1.1985,0.79661,0.5421,0.24434,0.0927,2015,0.0491,2.84848,Latin America and Caribbean
26,Germany,6.75,1.32792,1.2993700000000001,0.89186,0.6147699999999999,0.28214,0.21843,2015,0.01848,2.1156900000000003,Western Europe
27,Chile,6.67,1.10715,1.12447,0.85857,0.44132,0.33363000000000004,0.12869,2015,0.057999999999999996,2.67585,Latin America and Caribbean
28,Qatar,6.611000000000001,1.69042,1.0786,0.79733,0.6404,0.32573,0.52208,2015,0.06257,1.55674,Middle East and Northern Africa
29,France,6.575,1.27778,1.2603799999999998,0.9457899999999999,0.55011,0.12332,0.20646,2015,0.03512,2.21126,Western Europe
30,Argentina,6.574,1.05351,1.24823,0.78723,0.44974,0.11450999999999999,0.08484,2015,0.04612,2.8360000000000003,Latin America and Caribbean
31,Czech Republic,6.505,1.17898,1.20643,0.84483,0.46363999999999994,0.10686,0.02652,2015,0.04168,2.67782,Central and Eastern Europe
32,Uruguay,6.485,1.06166,1.2089,0.8116,0.6036199999999999,0.2324,0.24558000000000002,2015,0.04539,2.3214200000000003,Latin America and Caribbean
33,Colombia,6.477,0.91861,1.2401799999999998,0.69077,0.53466,0.18400999999999998,0.0512,2015,0.05051,2.85737,Latin America and Caribbean
34,Thailand,6.455,0.9669,1.26504,0.7385,0.5566399999999999,0.5763,0.031869999999999996,2015,0.03557,2.31945,Southeastern Asia
35,Saudi Arabia,6.4110000000000005,1.39541,1.0839299999999998,0.72025,0.31048000000000003,0.13706,0.32524000000000003,2015,0.04633,2.43872,Middle East and Northern Africa
36,Spain,6.329,1.23011,1.31379,0.95562,0.45951000000000003,0.18227000000000002,0.06398,2015,0.03468,2.12367,Western Europe
37,Malta,6.3020000000000005,1.2074,1.30203,0.88721,0.60365,0.51752,0.13585999999999998,2015,0.04206,1.6488,Western Europe
38,Taiwan,6.297999999999999,1.29098,1.07617,0.8753,0.3974,0.25376,0.08129,2015,0.03868,2.32323,Eastern Asia
39,Kuwait,6.295,1.5542200000000002,1.16594,0.72492,0.55499,0.16228,0.25609,2015,0.04456,1.8763400000000001,Middle East and Northern Africa
40,Suriname,6.269,0.99534,0.972,0.6082,0.5965699999999999,0.16990999999999998,0.13633,2015,0.09811,2.79094,Latin America and Caribbean
41,Trinidad and Tobago,6.167999999999999,1.21183,1.18354,0.61483,0.55884,0.31844,0.0114,2015,0.10895,2.2688200000000003,Latin America and Caribbean
42,El Salvador,6.13,0.76454,1.0250700000000001,0.67737,0.4035,0.10692,0.11775999999999999,2015,0.056179999999999994,3.035,Latin America and Caribbean
43,Guatemala,6.122999999999999,0.74553,1.04356,0.64425,0.57733,0.27489,0.09472,2015,0.052239999999999995,2.74255,Latin America and Caribbean
44,Uzbekistan,6.002999999999999,0.63244,1.34043,0.59772,0.6582100000000001,0.22837,0.30826,2015,0.04361,2.2374099999999997,Central and Eastern Europe
45,Slovakia,5.995,1.1689100000000001,1.26999,0.7890199999999999,0.31751,0.16893,0.03431,2015,0.04267,2.2463900000000003,Central and Eastern Europe
46,Japan,5.987,1.27074,1.25712,0.99111,0.49615,0.10705,0.1806,2015,0.03581,1.68435,Eastern Asia
47,South Korea,5.984,1.24461,0.9577399999999999,0.9653799999999999,0.33208000000000004,0.18557,0.07857,2015,0.04098,2.21978,Eastern Asia
48,Ecuador,5.975,0.8640200000000001,0.99903,0.79075,0.48573999999999995,0.11540999999999998,0.1809,2015,0.04528,2.5394200000000002,Latin America and Caribbean
49,Bahrain,5.96,1.32376,1.21624,0.74716,0.45492,0.17362,0.306,2015,0.05412,1.73797,Middle East and Northern Africa
50,Italy,5.9479999999999995,1.25114,1.19777,0.9544600000000001,0.26236,0.22823000000000002,0.02901,2015,0.03914,2.0251799999999998,Western Europe
51,Bolivia,5.89,0.68133,0.97841,0.5392,0.57414,0.20536,0.08800000000000001,2015,0.056420000000000005,2.82334,Latin America and Caribbean
52,Moldova,5.888999999999999,0.59448,1.01528,0.61826,0.32818,0.20951,0.01615,2015,0.037989999999999996,3.10712,Central and Eastern Europe
53,Paraguay,5.877999999999999,0.75985,1.30477,0.66098,0.53899,0.3424,0.08242000000000001,2015,0.045630000000000004,2.18896,Latin America and Caribbean
54,Kazakhstan,5.855,1.1225399999999999,1.1224100000000001,0.64368,0.51649,0.11827,0.08454,2015,0.041139999999999996,2.24729,Central and Eastern Europe
55,Slovenia,5.848,1.18498,1.27385,0.8733700000000001,0.60855,0.25328,0.03787,2015,0.04251,1.6158299999999999,Central and Eastern Europe
56,Lithuania,5.832999999999999,1.14723,1.25745,0.73128,0.21341999999999997,0.026410000000000003,0.01031,2015,0.03843,2.4464900000000003,Central and Eastern Europe
57,Nicaragua,5.827999999999999,0.59325,1.14184,0.7431399999999999,0.55475,0.27815,0.19317,2015,0.05371,2.32407,Latin America and Caribbean
58,Peru,5.824,0.9001899999999999,0.97459,0.73017,0.41496000000000005,0.14982,0.05989,2015,0.04615,2.5945,Latin America and Caribbean
59,Belarus,5.813,1.0319200000000002,1.23289,0.7360800000000001,0.37938,0.11045999999999999,0.1909,2015,0.03938,2.1309,Central and Eastern Europe
60,Poland,5.791,1.12555,1.27948,0.77903,0.53122,0.16759000000000002,0.04212,2015,0.04263,1.86565,Central and Eastern Europe
61,Malaysia,5.77,1.12486,1.07023,0.7239399999999999,0.5302399999999999,0.33075,0.10500999999999999,2015,0.0433,1.8854099999999998,Southeastern Asia
62,Croatia,5.7589999999999995,1.08254,0.79624,0.78805,0.25883,0.054439999999999995,0.0243,2015,0.04394,2.75414,Central and Eastern Europe
63,Libya,5.754,1.13145,1.1186200000000002,0.7038,0.41668,0.18295,0.11023,2015,0.07832,2.0906599999999997,Middle East and Northern Africa
64,Russia,5.716,1.13764,1.23617,0.6692600000000001,0.36679,0.00199,0.03005,2015,0.03135,2.27394,Central and Eastern Europe
65,Jamaica,5.709,0.81038,1.1510200000000002,0.6874100000000001,0.50442,0.2123,0.02299,2015,0.13693,2.32038,Latin America and Caribbean
66,North Cyprus,5.695,1.2080600000000001,1.07008,0.92356,0.49027,0.26169000000000003,0.1428,2015,0.05635,1.5988799999999999,Western Europe
67,Cyprus,5.689,1.20813,0.89318,0.92356,0.40671999999999997,0.30638000000000004,0.06146,2015,0.0558,1.8893099999999998,Western Europe
68,Algeria,5.605,0.93929,1.07772,0.61766,0.28579,0.07822,0.17382999999999998,2015,0.05099,2.43209,Middle East and Northern Africa
69,Kosovo,5.5889999999999995,0.80148,0.81198,0.63132,0.24749000000000002,0.2831,0.04741,2015,0.05018,2.76579,Central and Eastern Europe
70,Turkmenistan,5.547999999999999,0.95847,1.22668,0.53886,0.4761,0.16979,0.30844,2015,0.04175,1.8698400000000002,Central and Eastern Europe
71,Mauritius,5.477,1.0076100000000001,0.98521,0.7095,0.56066,0.37744,0.07521,2015,0.07197,1.76145,Sub-Saharan Africa
72,Hong Kong,5.474,1.38604,1.05818,1.01328,0.59608,0.39478,0.37124,2015,0.05051,0.6542899999999999,Eastern Asia
73,Estonia,5.428999999999999,1.15174,1.22791,0.77361,0.44888,0.0868,0.15184,2015,0.04013,1.58782,Central and Eastern Europe
74,Indonesia,5.399,0.8282700000000001,1.0870799999999998,0.63793,0.46611,0.51535,0.0,2015,0.025960000000000004,1.86399,Southeastern Asia
75,Vietnam,5.36,0.63216,0.9122600000000001,0.7467600000000001,0.59444,0.1686,0.10440999999999999,2015,0.03107,2.20173,Southeastern Asia
76,Turkey,5.332000000000001,1.06098,0.94632,0.73172,0.22815,0.12253,0.15746,2015,0.03864,2.08528,Middle East and Northern Africa
77,Kyrgyzstan,5.2860000000000005,0.47428000000000003,1.15115,0.65088,0.43477,0.3003,0.042319999999999997,2015,0.03823,2.2327,Central and Eastern Europe
78,Nigeria,5.268,0.65435,0.9043200000000001,0.16007000000000002,0.34334000000000003,0.27233,0.0403,2015,0.04192,2.89319,Sub-Saharan Africa
79,Bhutan,5.252999999999999,0.77042,1.10395,0.57407,0.5320600000000001,0.47998,0.15445,2015,0.03225,1.63794,Southern Asia
80,Azerbaijan,5.212000000000001,1.02389,0.9379299999999999,0.64045,0.3703,0.07799,0.16065,2015,0.03363,2.00073,Central and Eastern Europe
81,Pakistan,5.194,0.59543,0.41411000000000003,0.51466,0.12102,0.33671,0.10464000000000001,2015,0.03726,3.1070900000000004,Southern Asia
82,Jordan,5.192,0.9019799999999999,1.05392,0.69639,0.40660999999999997,0.11052999999999999,0.14293,2015,0.045239999999999995,1.8799599999999999,Middle East and Northern Africa
82,Montenegro,5.192,0.9743799999999999,0.9055700000000001,0.72521,0.1826,0.1614,0.14296,2015,0.05235,2.10017,Central and Eastern Europe
84,China,5.14,0.89012,0.94675,0.81658,0.5169699999999999,0.08185,0.02781,2015,0.02424,1.8604,Eastern Asia
85,Zambia,5.129,0.47038,0.91612,0.29924,0.48827,0.19591,0.12468,2015,0.06988,2.6343,Sub-Saharan Africa
86,Romania,5.124,1.04345,0.8858799999999999,0.7689,0.35068,0.13748,0.006490000000000001,2015,0.06607,1.9312900000000002,Central and Eastern Europe
87,Serbia,5.122999999999999,0.92053,1.0096399999999999,0.74836,0.20107,0.19230999999999998,0.02617,2015,0.048639999999999996,2.025,Central and Eastern Europe
88,Portugal,5.102,1.15991,1.13935,0.8751899999999999,0.51469,0.13719,0.01078,2015,0.04802,1.26462,Western Europe
89,Latvia,5.098,1.11312,1.09562,0.72437,0.29671,0.18225999999999998,0.06332,2015,0.0464,1.62215,Central and Eastern Europe
90,Philippines,5.073,0.70532,1.03516,0.58114,0.62545,0.24991,0.12279000000000001,2015,0.049339999999999995,1.7536,Southeastern Asia
91,Somaliland region,5.0569999999999995,0.18847,0.95152,0.43873,0.46581999999999996,0.5031800000000001,0.39928,2015,0.061610000000000005,2.11032,Sub-Saharan Africa
92,Morocco,5.013,0.7347899999999999,0.64095,0.60954,0.41691000000000006,0.07172,0.08546000000000001,2015,0.0342,2.4537299999999997,Middle East and Northern Africa
93,Macedonia,5.007,0.91851,1.00232,0.73545,0.33457,0.22359,0.053270000000000005,2015,0.05376,1.7393299999999998,Central and Eastern Europe
94,Mozambique,4.971,0.08308,1.02626,0.09131,0.34037,0.22269,0.15603,2015,0.07896,3.05137,Sub-Saharan Africa
95,Albania,4.959,0.8786700000000001,0.8043399999999999,0.81325,0.35733000000000004,0.14272,0.06412999999999999,2015,0.05013,1.89894,Central and Eastern Europe
96,Bosnia and Herzegovina,4.949,0.8322299999999999,0.9191600000000001,0.79081,0.09245,0.24808000000000002,0.00227,2015,0.06913,2.06367,Central and Eastern Europe
97,Lesotho,4.898,0.37545,1.04103,0.07612000000000001,0.31767,0.16388,0.12504,2015,0.09437999999999999,2.79832,Sub-Saharan Africa
98,Dominican Republic,4.885,0.8953700000000001,1.17202,0.66825,0.57672,0.21684,0.14234000000000002,2015,0.07446,1.21305,Latin America and Caribbean
99,Laos,4.876,0.5906600000000001,0.73803,0.54909,0.59591,0.42191999999999996,0.24249,2015,0.06698,1.7379900000000001,Southeastern Asia
100,Mongolia,4.874,0.82819,1.3006,0.60268,0.43626000000000004,0.3323,0.026660000000000003,2015,0.03313,1.34759,Eastern Asia
101,Swaziland,4.867,0.71206,1.07284,0.07566,0.30658,0.18259,0.0306,2015,0.08742,2.48676,Sub-Saharan Africa
102,Greece,4.857,1.15406,0.9293299999999999,0.88213,0.07699,0.0,0.013969999999999998,2015,0.05062,1.8010099999999998,Western Europe
103,Lebanon,4.8389999999999995,1.0256399999999999,0.80001,0.83947,0.33916,0.21854,0.04582,2015,0.04337,1.57059,Middle East and Northern Africa
104,Hungary,4.8,1.12094,1.20215,0.75905,0.32111999999999996,0.128,0.02758,2015,0.061070000000000006,1.24074,Central and Eastern Europe
105,Honduras,4.788,0.59532,0.9534799999999999,0.6951,0.40148,0.23026999999999997,0.06825,2015,0.056479999999999995,1.84408,Latin America and Caribbean
106,Tajikistan,4.7860000000000005,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.22974,0.15072,2015,0.03198,2.1139900000000003,Central and Eastern Europe
107,Tunisia,4.739,0.88113,0.60429,0.73793,0.26268,0.06431,0.06358,2015,0.03589,2.12466,Middle East and Northern Africa
108,Palestinian Territories,4.715,0.59867,0.92558,0.66015,0.24499,0.11250999999999999,0.12905,2015,0.04394,2.0438400000000003,Middle East and Northern Africa
109,Bangladesh,4.694,0.39753,0.43106000000000005,0.60164,0.4082,0.21222,0.12569,2015,0.03077,2.51767,Southern Asia
110,Iran,4.686,1.0088,0.54447,0.69805,0.30033000000000004,0.38086,0.058629999999999995,2015,0.044489999999999995,1.6944,Middle East and Northern Africa
111,Ukraine,4.681,0.79907,1.20278,0.6739,0.25123,0.15275,0.02961,2015,0.04412,1.5714,Central and Eastern Europe
112,Iraq,4.677,0.98549,0.81889,0.60237,0.0,0.17922000000000002,0.13788,2015,0.052320000000000005,1.95335,Middle East and Northern Africa
113,South Africa,4.6419999999999995,0.9204899999999999,1.18468,0.27688,0.33207,0.11972999999999999,0.08884,2015,0.04585,1.7195599999999998,Sub-Saharan Africa
114,Ghana,4.633,0.5455800000000001,0.6795399999999999,0.40131999999999995,0.42341999999999996,0.23087,0.04355,2015,0.04742,2.30919,Sub-Saharan Africa
115,Zimbabwe,4.61,0.271,1.0327600000000001,0.33475,0.25861,0.18987,0.08079,2015,0.0429,2.44191,Sub-Saharan Africa
116,Liberia,4.571000000000001,0.0712,0.78968,0.34201,0.28531,0.24361999999999998,0.06232000000000001,2015,0.11068,2.7772900000000003,Sub-Saharan Africa
117,India,4.565,0.64499,0.38174,0.5152899999999999,0.39786,0.26475,0.08492000000000001,2015,0.02043,2.27513,Southern Asia
118,Sudan,4.55,0.52107,1.01404,0.36878,0.10081,0.19062,0.1466,2015,0.0674,2.20857,Sub-Saharan Africa
119,Haiti,4.518,0.26673,0.74302,0.38847,0.24425,0.46187,0.17175,2015,0.07331,2.24173,Latin America and Caribbean
120,Congo (Kinshasa),4.5169999999999995,0.0,1.0012,0.09806000000000001,0.22605,0.24834,0.07625,2015,0.0368,2.86712,Sub-Saharan Africa
121,Nepal,4.513999999999999,0.35996999999999996,0.86449,0.5687399999999999,0.38282,0.32295999999999997,0.059070000000000004,2015,0.03607,1.9563700000000002,Southern Asia
122,Ethiopia,4.512,0.19072999999999998,0.60406,0.44055,0.4345,0.24325,0.15048,2015,0.0378,2.44876,Sub-Saharan Africa
123,Sierra Leone,4.507,0.33024000000000003,0.9557100000000001,0.0,0.4084,0.21488000000000002,0.08786000000000001,2015,0.07067999999999999,2.51009,Sub-Saharan Africa
124,Mauritania,4.436,0.45407,0.86908,0.35874,0.24231999999999998,0.21899999999999997,0.17461,2015,0.03947,2.11773,Sub-Saharan Africa
125,Kenya,4.419,0.36471,0.99876,0.41435,0.42215,0.37542,0.05839,2015,0.04734,1.78555,Sub-Saharan Africa
